词语	强度	极性
老饕	weaksubj	negative
檑木	midsubj	negative
累累	strongsubj	negative
冷宫	midsubj	negative
罹难	midsubj	0
联欢	midsubj	positive
迫使	strongsubj	0
破门	strongsubj	0
仆从	midsubj	0
扑扇	midsubj	0
朴陋	strongsubj	0
七夕	strongsubj	0
嘁嘁喳喳	midsubj	0
其次	midsubj	0
奇袭	strongsubj	0
旗号	strongsubj	negative
岂但	strongsubj	0
起火	strongsubj	0
起疑	midsubj	0
气数	midsubj	0
弃妇	strongsubj	negative
器量	midsubj	0
洽谈	midsubj	0
千里马	strongsubj	positive
牵线	midsubj	0
前进	midsubj	0
钳制	strongsubj	0
相惊伯有	strongsubj	negative
恐慌万状	strongsubj	negative
伈伈睍睍	strongsubj	negative
香饽饽	strongsubj	0
谊切苔岑	strongsubj	positive
讨人嫌	strongsubj	negative
以手加额	strongsubj	positive
脱口而出	strongsubj	positive
言近指远	strongsubj	positive
一言九鼎	strongsubj	positive
语重心长	strongsubj	positive
舌敝耳聋	strongsubj	negative
只言片语	strongsubj	0
嬉笑怒骂	strongsubj	negative
人之将死，其言也善	strongsubj	positive
班荆道故	strongsubj	positive
异口同声	strongsubj	0
聚讼纷纭	strongsubj	negative
哑子吃黄连	strongsubj	negative
晓以利害	strongsubj	positive
百口莫辩	strongsubj	negative
当头棒喝	strongsubj	negative
在所难免	strongsubj	0
言归正传	strongsubj	negative
良金美玉	strongsubj	positive
矫矫不群	strongsubj	positive
驰名中外	strongsubj	positive
网开一面	strongsubj	positive
起死人，肉白骨	strongsubj	positive
陵云之志	strongsubj	positive
不务空名	midsubj	positive
蹈节死义	strongsubj	positive
田父献曝	strongsubj	positive
好问则裕	strongsubj	positive
靦颜事仇	midsubj	negative
面面厮觑	midsubj	negative
邈处欿视	midsubj	positive
民和年稔	strongsubj	positive
名不虚得	strongsubj	positive
名流巨子	strongsubj	positive
明火持杖	strongsubj	negative
鸣于乔木	midsubj	positive
命蹇时乖	strongsubj	negative
磨砥刻厉	strongsubj	positive
木梗之患	strongsubj	negative
目空一世	strongsubj	negative
目无三尺	midsubj	negative
目瞪口张	midsubj	0
沐猴衣冠	strongsubj	negative
拿腔作调	strongsubj	negative
恼羞变怒	strongsubj	negative
泥名失实	midsubj	negative
年高望重	midsubj	positive
鸟惊鱼散	strongsubj	negative
宁可玉碎，不能瓦全	strongsubj	positive
弄鬼掉猴	midsubj	negative
呕心滴血	strongsubj	positive
攀龙讬凤	strongsubj	negative
烹狗藏弓	strongsubj	negative
行不从径	midsubj	negative
形孤影寡	strongsubj	positive
胸有悬镜	strongsubj	positive
朽木难彫	strongsubj	negative
雪操冰心	strongsubj	positive
雅人清致	strongsubj	positive
言清行浊	strongsubj	negative
研精竭虑	strongsubj	positive
掩耳盗钟	strongsubj	negative
鞅鞅不乐	strongsubj	negative
阳春有脚	strongsubj	positive
摇头稾脑	strongsubj	negative
野鹤闲云	strongsubj	positive
说闲话	midsubj	negative
私窝子	midsubj	negative
死气白赖	midsubj	negative
松气	midsubj	0
算帐	midsubj	negative
贪脏	midsubj	negative
风吹浪打	midsubj	0
逢吉丁辰	midsubj	positive
凤狂龙躁	strongsubj	0
凤翥鹏翔	strongsubj	positive
凤叹虎视	strongsubj	positive
否去泰来	midsubj	positive
肤见謭识	midsubj	negative
浮家泛宅	strongsubj	positive
福善祸淫	midsubj	negative
孚尹旁达	strongsubj	positive
俯首戢耳	strongsubj	positive
付诸东流	strongsubj	negative
负义忘恩	strongsubj	negative
附凤攀龙	strongsubj	negative
富国裕民	strongsubj	positive
腹心相照	strongsubj	positive
腹热肠慌	strongsubj	0
概日凌云	strongsubj	positive
乾脆利索	midsubj	positive
甘雨随车	strongsubj	positive
感今惟昔	strongsubj	positive
高人一等	strongsubj	positive
高不輳低不就	strongsubj	positive
高步阔视	strongsubj	positive
高朋满座	strongsubj	positive
高鸟尽良弓藏	strongsubj	negative
膏场绣澮	midsubj	positive
歌舞昇平	strongsubj	positive
革故鼎新	strongsubj	positive
革旧鼎新	strongsubj	positive
格杀无论	strongsubj	0
根蟠节错	strongsubj	negative
公正廉洁	strongsubj	positive
公报私雠	midsubj	negative
功盖天下	strongsubj	positive
躬先士卒	strongsubj	positive
共贯同条	strongsubj	positive
狗仗官势	strongsubj	negative
狗肺狼心	strongsubj	negative
狗彘不如	strongsubj	negative
诟龟呼天	midsubj	0
铁拳	midsubj	positive
停闭	midsubj	negative
通缉	midsubj	negative
统率	strongsubj	positive
偷闲	midsubj	negative
头绪	weaksubj	positive
图腾	strongsubj	positive
土皇帝	strongsubj	negative
推举	strongsubj	positive
推延	midsubj	negative
权能	midsubj	0
劝降	midsubj	0
确信	strongsubj	0
禳解	midsubj	0
扰动	strongsubj	0
热呼呼	weaksubj	0
人儿	midsubj	positive
人品	weaksubj	0
人事	midsubj	negative
仁弟	weaksubj	0
认罪	strongsubj	negative
仍旧	midsubj	0
荣归	strongsubj	positive
容留	weaksubj	0
柔韧	weaksubj	positive
如弟	weaksubj	0
儒教	midsubj	0
入骨	strongsubj	positive
软禁	midsubj	negative
润例	weaksubj	0
私党	midsubj	negative
私生子	midsubj	negative
肃立	midsubj	positive
贪污犯	midsubj	negative
肠伤寒	midsubj	negative
唱独角戏	midsubj	negative
超额利润	strongsubj	positive
超重	midsubj	negative
沉迷	midsubj	negative
成效	midsubj	positive
吃不服	strongsubj	negative
吃得消	midsubj	positive
痴长	midsubj	positive
能耐	midsubj	positive
弩钝	midsubj	negative
寒心酸鼻	strongsubj	negative
难分难合	strongsubj	positive
惜玉怜香	strongsubj	positive
唇齿相依	strongsubj	positive
新仇旧恨	strongsubj	negative
报本反始	strongsubj	positive
天覆地载	strongsubj	positive
讽一劝百	strongsubj	positive
能言巧辩	strongsubj	positive
下阪走丸	strongsubj	positive
要言不烦	strongsubj	positive
唇干口燥	strongsubj	negative
千言万语	strongsubj	positive
夹枪带棍	strongsubj	negative
一诺干金	strongsubj	positive
泛泛而谈	strongsubj	negative
人言籍籍	strongsubj	negative
知人论世	strongsubj	negative
争长论短	strongsubj	negative
自圆其说	strongsubj	positive
说一是一	strongsubj	positive
宜截了当	strongsubj	positive
入室操戈	strongsubj	negative
空话连篇	strongsubj	negative
淫辞邪说	strongsubj	negative
辞不达意	strongsubj	negative
南腔北调	strongsubj	negative
违心之论	strongsubj	negative
不言而信	strongsubj	positive
宰相肚里能撑船	strongsubj	positive
为国捐躯 	strongsubj	positive
雄飞雌伏	strongsubj	positive
非池中物	strongsubj	positive
赤胆忠心	strongsubj	positive
宁为五碎，不为瓦全	strongsubj	positive
闭邪存诚	strongsubj	positive
笔下生花	midsubj	positive
避凉附炎	midsubj	negative
辨若悬河	midsubj	positive
表里为奸	midsubj	negative
宾来如归	midsubj	positive
冰洁玉清	midsubj	positive
屏气吞声	midsubj	0
拨乱为治	midsubj	positive
伯乐相马	midsubj	positive
捕影系风	midsubj	negative
不可多得	midsubj	positive
不名一格	midsubj	positive
不知利害	midsubj	negative
不脩边幅	midsubj	negative
不得其所	midsubj	positive
不僧不俗	midsubj	negative
不讳之门	midsubj	positive
不手药	midsubj	negative
不识起倒	midsubj	negative
才高七步	midsubj	positive
材朽行秽	midsubj	0
材优幹济	midsubj	positive
惨不忍言	midsubj	0
参天两地	midsubj	positive
拆东补西	midsubj	negative
搀行夺市	midsubj	negative
长才广度	midsubj	positive
长风破浪	midsubj	positive
昂藏	strongsubj	positive
巴结	midsubj	negative
罢官	midsubj	0
霸主	midsubj	negative
败火	midsubj	0
拜见	midsubj	positive
拜天地	midsubj	positive
半衰期	midsubj	negative
帮腔	midsubj	negative
棒喝	midsubj	negative
包票	midsubj	0
兴味素然	midsubj	negative
相敬如宾	midsubj	positive
投传而去	weaksubj	positive
长安居大不易	midsubj	negative
咫尺之功	weaksubj	negative
猿鹤虫沙	midsubj	negative
蝉腹龟肠	midsubj	negative
裘弊金尽	midsubj	negative
一无长物	midsubj	negative
象箸玉杯	weaksubj	positive
猢狲入袋	midsubj	negative
巢毁卵破	midsubj	negative
闷葫芦	weaksubj	negative
高着	strongsubj	positive
够受的	strongsubj	negative
扁桃体炎	midsubj	negative
变动	midsubj	negative
变色龙	midsubj	negative
辨客	midsubj	positive
辩士	midsubj	positive
表白	weaksubj	positive
别提	midsubj	positive
摈除	midsubj	negative
冰凉	midsubj	negative
兵器	weaksubj	negative
病案	midsubj	negative
病房	midsubj	negative
病魔	strongsubj	negative
病院	midsubj	negative
波折	midsubj	negative
驳回	midsubj	negative
簸荡	midsubj	negative
哺养	strongsubj	positive
不迭	midsubj	negative
不遑	strongsubj	negative
不利	midsubj	negative
不期	strongsubj	positive
不是话	strongsubj	negative
不惜	strongsubj	positive
风行电照	strongsubj	positive
风雨如晦	midsubj	0
风虎云龙	strongsubj	positive
讽德诵功	midsubj	positive
凤骨龙姿	strongsubj	positive
凤歌鸾舞	strongsubj	positive
凤臆龙鬐	strongsubj	positive
奉为至宝	strongsubj	positive
否终则泰	midsubj	positive
跗萼联芳	strongsubj	positive
扶危定倾	strongsubj	positive
浮石沈木	midsubj	negative
浮笔浪墨	midsubj	negative
抚今悼昔	strongsubj	0
拊膺顿足	strongsubj	0
俛拾仰取	strongsubj	positive
负才任气	strongsubj	negative
负荆谢罪	strongsubj	positive
负德背义	strongsubj	negative
附影附声	strongsubj	negative
富国彊兵	strongsubj	positive
腹背之毛	midsubj	0
改行从善	strongsubj	positive
乾啼湿哭	strongsubj	positive
肝心涂地	strongsubj	0
肝髓流野	strongsubj	negative
感恩怀德	strongsubj	positive
高才卓识	strongsubj	positive
高自标树	midsubj	positive
高位厚禄	strongsubj	positive
高官重禄	strongsubj	positive
高情远致	strongsubj	positive
高谈大论	strongsubj	negative
膏脣拭舌	strongsubj	negative
革凡成圣	strongsubj	positive
革面洗心	strongsubj	positive
格不相入	midsubj	positive
隔皮断货	strongsubj	negative
各取所需	midsubj	positive
梗泛萍漂	midsubj	0
公耳忘私	strongsubj	positive
公道合理	midsubj	positive
攻苦茹酸	strongsubj	0
躬蹈矢石	strongsubj	positive
贡禹弹冠	strongsubj	positive
狗行狼心	strongsubj	negative
狗偷鼠窃	strongsubj	negative
沽名吊誉	strongsubj	negative
献词	midsubj	positive
乡谊	weaksubj	0
详赡	weaksubj	0
响晴	weaksubj	0
向上	weaksubj	positive
消耗	weaksubj	0
小不点儿	weaksubj	0
小人儿	midsubj	positive
效命	weaksubj	0
笑语	weaksubj	0
斜路	midsubj	negative
韶光	midsubj	positive
舍命	midsubj	positive
申请	weaksubj	positive
身后	strongsubj	negative
深醒	weaksubj	positive
神童	strongsubj	positive
审美	midsubj	positive
升天	strongsubj	negative
生前	midsubj	negative
胜地	midsubj	positive
盛装	midsubj	positive
失敬	midsubj	negative
失陪	midsubj	negative
失势	weaksubj	negative
失业	midsubj	negative
破除	strongsubj	positive
破相	midsubj	0
扑哧	strongsubj	0
铺叙	strongsubj	0
普遍	midsubj	0
萋萋	strongsubj	positive
齐楚	midsubj	0
奇兵	strongsubj	positive
奇异	strongsubj	0
旗帜	strongsubj	positive
启齿	strongsubj	0
起来	strongsubj	positive
气包子	midsubj	0
气性	strongsubj	0
弃世	midsubj	0
器宇	midsubj	positive
千儿八百	midsubj	0
芊眠	weaksubj	positive
谦卑	midsubj	0
前茅	midsubj	positive
掮客	midsubj	0
栽诬	strongsubj	negative
家业调令	weaksubj	0
傅粉和郎	weaksubj	0
勇者不慎	strongsubj	positive
状行	midsubj	positive
朝不某夕	weaksubj	negative
揽蕹吻?	strongsubj	positive
滕蛟起凤	strongsubj	positive
卸责	midsubj	negative
谢幕	midsubj	0
谢罪	strongsubj	positive
心火	midsubj	0
心眼儿	midsubj	3
新婚	midsubj	0
新式	weaksubj	0
信心	midsubj	positive
刑辱	strongsubj	negative
汹汹	strongsubj	negative
徐图	midsubj	0
紧急状态	strongsubj	0
惊服	strongsubj	0
惧内	midsubj	0
加意	weaksubj	0
驾驭	weaksubj	0
坚壁	weaksubj	positive
健儿	midsubj	positive
轶类超群	strongsubj	positive
因缘为市	strongsubj	negative
银钩玉唾	strongsubj	positive
淫朋狎友	midsubj	negative
引虎拒狼	midsubj	negative
饮水曲肱	midsubj	positive
饮泉清节	strongsubj	positive
隐然敌国	midsubj	positive
莺歌燕语	midsubj	0
鹰觑鹘望	midsubj	positive
郢人斤斧	midsubj	positive
应答如流	midsubj	positive
拥篲救火	midsubj	negative
用心用意	weaksubj	positive
优游岁月	midsubj	0
油头滑面	midsubj	negative
游刃馀地	midsubj	positive
有口无行	midsubj	negative
有负众望	strongsubj	negative
有脚书厨	midsubj	positive
牖中窥日	midsubj	negative
迂谈阔论	weaksubj	negative
余食赘行	midsubj	negative
余音袅袅	strongsubj	positive
鱼目间珠	strongsubj	negative
鱼游燋釜	strongsubj	0
鱼烂土崩	strongsubj	negative
渔翁之利	midsubj	negative
榆木圪垯	midsubj	negative
与世沈浮	midsubj	negative
雨顺风调	midsubj	positive
雨霾风障	strongsubj	negative
语长心重	midsubj	positive
玉骨冰肌	strongsubj	positive
玉减香销	strongsubj	0
玉燕投怀	midsubj	0
郁郁苍苍	midsubj	positive
遇难呈祥	strongsubj	0
鸳俦凤侣	strongsubj	positive
渊蜎蠖伏	strongsubj	positive
沅茝醴兰	strongsubj	positive
托故	midsubj	negative
万幸	strongsubj	0
枉驾	midsubj	positive
威势	midsubj	positive
违心	midsubj	negative
各执一词	weaksubj	0
蒙昧无知	midsubj	negative
书生气十足	midsubj	negative
五谷不分	midsubj	negative
饭坑酒囊	strongsubj	negative
黔驴之技	midsubj	negative
略识之无	weaksubj	negative
不识大体	weaksubj	negative
皮相之谈	midsubj	negative
只看见树木，不看见森林	midsubj	negative
鸡鹜争食	midsubj	negative
不可教训	midsubj	negative
指东画西	weaksubj	negative
东摇西摆	midsubj	negative
星驰电走	weaksubj	0
藏踪蹑迹	midsubj	0
执两用中	midsubj	positive
就事论事	weaksubj	negative
想方设法	weaksubj	3
丁是丁，卯是卯	midsubj	positive
循名责实	midsubj	positive
予取于求	midsubj	negative
一本正经	weaksubj	3
浮光掠影	midsubj	negative
以意为之	midsubj	negative
画地而趋	weaksubj	negative
风雨无阻	midsubj	positive
贻人口实	weaksubj	0
满腔热忱	strongsubj	positive
不在其位，不谋其政	midsubj	negative
虚与委蛇	midsubj	negative
令人起敬	midsubj	positive
一瓣心香	midsubj	positive
半推半就	midsubj	negative
不以为奇	midsubj	0
仑皇失措	strongsubj	0
附骥名彰	midsubj	negative
割席分坐	midsubj	0
不甘后人	midsubj	positive
伺瑕抵蠙	midsubj	negative
驷马轩车	strongsubj	3
松枝挂剑	strongsubj	positive
宋才潘面	strongsubj	positive
送往视居	weaksubj	positive
搜根剔齿	strongsubj	negative
夙世冤家	strongsubj	0
速战速决	strongsubj	positive
随方逐圆	midsubj	negative
随车致雨	strongsubj	positive
随风逐浪	strongsubj	negative
随乡入俗	weaksubj	0
岁不我与	strongsubj	negative
遂心满意	strongsubj	positive
碎玉零玑	midsubj	positive
碎琼乱玉	midsubj	0
所向皆靡	strongsubj	positive
太公钓鱼，原者上钩	midsubj	0
贪欲无艺	strongsubj	negative
谈吐生风	strongsubj	positive
谈霏玉屑	strongsubj	positive
坦然自若	strongsubj	positive
探赜钩深	weaksubj	positive
堂堂一表	strongsubj	positive
韬光敛彩	weaksubj	positive
桃夭李艳	midsubj	positive
桃李门墙	strongsubj	positive
桃腮柳眼	strongsubj	positive
讨类知原	weaksubj	positive
腾腾兀兀	midsubj	negative
啼天哭地	strongsubj	negative
体贴入妙	strongsubj	positive
替古人担忧	midsubj	negative
擿埴索涂	weaksubj	0
天之僇民	strongsubj	negative
天地剖判	strongsubj	positive
天空海阔	strongsubj	positive
天崩地陷	strongsubj	negative
天无绝人之路	strongsubj	positive
天网恢恢	strongsubj	positive
添油炽薪	strongsubj	negative
恬言柔舌	midsubj	3
挑三检四	midsubj	negative
条脩叶贯	midsubj	positive
铁板铜弦	strongsubj	positive
铁肠石心	strongsubj	3
铁壁铜墙	strongsubj	positive
通才硕学	strongsubj	positive
通文达艺	strongsubj	positive
通风讨信	strongsubj	negative
